"","BurAD24_1","BurAD24_2","BurAD24_3","ColTer10_1","ColTer10_2","ColTer10_3","ColTer282_1","ColTer282_2","ColTer282_3","ColTer291_1","ColTer291_2","ColTer291_3","ColTer331_1","ColTer331_2","ColTer331_3","ColTer6_1","ColTer6_2","ColTer6_3","ColTer91_1","ColTer91_2","ColTer91_3","DyAD56_1","DyAD56_2","DyAD56_3","JantAD80_1","JantAD80_2","JantAD80_3","PaenAD87_1","PaenAD87_2","PaenAD87_3","PsAD210_1","PsAD210_2","PsAD210_3","SerratiaPRI_1","SerratiaPRI_2","SerratiaPRI_3","TSB-agar_1","TSB-agar_2","TSB-agar_3"
"group","BurAD24","BurAD24","BurAD24","ColTer10","ColTer10","ColTer10","ColTer282","ColTer282","ColTer282","ColTer291","ColTer291","ColTer291","ColTer331","ColTer331","ColTer331","ColTer6","ColTer6","ColTer6","ColTer91","ColTer91","ColTer91","DyAD56","DyAD56","DyAD56","JantAD80","JantAD80","JantAD80","PaenAD87","PaenAD87","PaenAD87","PsAD210","PsAD210","PsAD210","SerratiaPRI","SerratiaPRI","SerratiaPRI","TSB","TSB","TSB"
"249.2/21","67059.5845774906","45870.8780255956","48239.1331518274","205704.730378265","860.952656462294","0","149956.140603841","7831.2551155634","71548.0119494284","0","4056.26200592039","0","3367.78911632241","0","13893.6239098601","28581.5670300293","40581.3729702148","11787.8594486165","1785.62049151951","0","5569.33559573471","62800.3434550781","9484.38692940053","18853.8135497497","31770.8697393104","17944.0646699081","31626.9511224316","12338.0680023193","33601.3667728922","26789.4917253217","89474.3049357122","30090.8364845153","60113.7357602654","21349.3905630747","37361.4613574805","16137.7763695682","12481.6036001381","31559.9322597026","40905.9057037514"
"253.1/32","229382.398657813","131815.78125982","110251.47053432","243335.615680529","122878.321958998","0","42196.8964063205","26996.5879934099","21534.4858272286","0","55622.3339545249","0","39920.7491491983","13909.312588593","30404.4730531983","79341.4022085846","40866.1602983398","148383.887406828","0","4769.62261939282","0","17445.6169545214","19733.6932498947","98561.4904959542","198373.055809437","150018.285332583","270873.133237839","102970.613239701","242784.051358537","74114.5214372419","670987.511628392","1226927.33479449","544521.016022791","122484.200288239","237256.766717682","99891.7698113841","6230.83994805968","13976.9702393555","10954.0198991699"
"255.1/32","136681.933134104","78767.9091569574","84920.8512567007","177657.176683692","81891.1427834667","0","52250.5846233643","40973.2333646925","128793.869771875","20250.2193832397","32351.1510687673","0","371900.036118616","54618.5421881976","21871.164660231","60044.4942402536","61285.2740071987","110408.684607301","0","4369.05940113688","193234.276586914","24410.0706816232","13058.5813015825","31033.6211356445","95948.3736104248","92366.0155798442","171983.635738172","44932.2138082099","109503.686573762","44475.8393193054","176052.970397862","156776.782037281","191922.056615747","167306.547875666","119997.416092828","54380.4858994782","669.581841788068","62461.3106296875","11455.9497495117"
"257.1/41","61782.3244761762","51911.8528659189","3605.35457299805","83939.7765653487","10389.9212897949","0","26524.0875618421","0","34247.5260579386","0","15838.5638726556","0","47910.8749501504","37502.4546062174","8619.59393055886","6402.48930214722","26435.2212243652","73044.2164194912","0","0","21376.3288125586","56802.5661984957","6523.61957093247","18136.2490440043","56668.5021659598","192595.443640512","9654.16641943359","7351.84460849609","34535.3644904492","12604.9291896436","95057.5448619686","135793.384476592","108459.854460847","114993.910532226","90229.3474457003","31344.8185613272","507.760888412187","4187.2155065918","108216.624179161"
"259.1/73","18387.1853014051","41979.1622363596","14927.8099399128","12267.235859375","26676.4911672553","0","21953.3124395734","0","0","0","21267.8395749807","0","58612.5854562717","108178.665292203","9652.33163101366","23790.3658007812","4961.81097029297","56768.0238966882","540.187074033854","0","6857.11789620849","0","0","6378.60868474888","73416.0235001628","56306.6083006682","36674.0459953249","31402.8449195069","29957.0347296834","0","43392.3467105255","92165.1600296547","15244.171012749","57375.8042435921","47744.0769891679","11767.2347685547","0","179411.688994351","31115.4022092546"
"261.1/38","797394.337230364","587036.914264157","491658.406116775","707223.306440771","552571.171814243","0","107167.85540625","9592.03470389722","0","17056.9757987467","208226.782886253","0","82585.6895943281","221188.490853795","54556.0801416319","204646.319275455","156543.638466797","351851.48800731","0","0","13458.1971656494","124281.841601074","15292.4588102469","147196.94333374","772836.227066405","657516.352813691","914223.221039077","435603.912025928","705062.715253115","99104.1429633998","907487.372365793","937656.701174067","1467200.1947748","253551.116890723","1096565.31855142","188509.393536925","862.165538560669","4687.73968017578","855989.595328563"
"263.1/26","19890.9926046956","104912.164329387","123568.911435505","212358.100340318","138697.275576606","465.736424146313","12642.6294854555","21313.6458574758","27560.3882923101","0","40304.8613803424","0","24974.6731223463","99947.1331443435","11792.550647635","84528.789159375","53576.1239846191","70327.6886498489","2555.03449599957","3023.90014196071","4912.12802874756","39314.3219472656","6821.15429476241","66981.4891177679","206762.194470477","173781.657578221","317312.975771232","76248.9748066027","207034.742755476","78001.1650064732","273629.664199845","341819.973102294","418642.479838166","42100.9910169156","248092.26905116","80727.4742364911","0","157853.887163498","276641.463244282"
"265.1/15","2011023.6857572","436350.734522279","669778.201198081","9623600.64153016","370881.529302546","0","1115156.81818309","63894.3574438555","1435349.43844512","45186.1376117622","282212.120938829","2924.32162214336","119180.151173793","0","1218883.30453238","72281.4481275914","26712.529216626","2410492.51299906","81943.9440654105","1967.69106634911","120314.70394457","1388704.33570047","876642.535943805","13046.988606849","3224147.66336746","2035873.34094391","3678583.73252463","91061.7682675781","8719470.14461452","5758870.03309822","1502613.01821917","4293348.21014344","682737.459744498","2535058.57364947","13503606.541416","4909081.98102094","1424300.9065413","2950208.5260663","6642770.70850068"
"265.1/29","16971.419221106","614028.349436153","852062.606545644","29862.7472147266","2597374.02412562","0","6426159.83832945","411826.010001875","774812.480583395","59937.6866912842","28248.0208295356","0","252587.77120461","306493.986925223","1351776.1655517","8270.02408599853","842668.324770536","1976201.97390662","6237.1869601056","11517.1741621396","276075.988274275","1329293.48563932","599112.900637584","555578.617323843","34438.4020333008","2281780.77481968","5378692.55941129","479065.68034856","67697.253984375","3658941.91532852","2179816.08792467","6274932.82568995","1421381.43844475","2839774.85731836","16396677.5818169","4664524.42066263","3487.47933659503","4006229.38692927","8234673.58333292"
"266.2/24","339712.75708648","50725.3840113376","70083.6209992692","1204838.4329358","226693.635765003","0","755235.619335665","40717.2193375549","83929.7714537171","0","67393.518416029","0","20934.6954166244","493.44908245327","144804.138655851","337138.567910267","93819.5426311523","216761.788584082","919.985131978756","522.01628305504","4283.39949693973","144520.264298356","57842.6357670162","58464.838468309","358660.339301691","237727.480711778","545117.028531083","7574.7788006543","1492677.75122986","391172.933736133","219339.635266027","684133.507563508","133852.574712611","269143.009277088","1789887.54701877","474961.714862997","4470.51423786202","416823.810220884","889514.386542502"
"267.1/30","36411.3737366938","26626.9585746657","18923.1862984768","15591.008125","18630.6541368251","0","242621.652316553","7646.60121050516","6384.997546684","3625.32401890432","7889.78483549278","0","6874.37013818115","1084.04648515757","5942.91462689359","85523.8936175863","21754.6590649707","25302.3325385489","0","828.488701776369","0","65290.6685742187","2496.80075248188","7281.24885546544","28247.4408315907","17770.3951099989","40055.8356309273","4939.65536989339","58125.0083765148","75563.1083531331","215701.760455668","20210.0120507812","384122.46772236","16021.5693808594","43071.1602821574","19310.3587807923","13949.3431830998","6464.56126802978","18868.0371116455"
"268.8/61","186979.906137793","0","35035.8124833008","0","0","0","0","0","0","0","0","633.406706546783","5001.84264714697","0","0","0","0","0","0","0","56336.8147415527","0","0","21248.6277578288","596508.333375326","565712.524705556","2208.51920681618","441589.121850408","0","0","555826.537829346","248813.199581299","215614.37171674","1821.53762304477","181368.665051026","37011.8816039115","670.787672982668","14475.6633245093","36642.6675137356"
"269.2/40","43390.9803596636","77799.2456835508","61364.2376637761","152330.562839191","61490.3428065973","602.57449993887","53549.3820564624","18712.9731620841","23820.6139868286","20953.2633590698","47228.9068555895","782.940760355256","7011.18071688774","193456.56222526","25791.9800893815","3820.22188385986","700196.680885039","154057.383918939","0","512.049348774482","217337.280681501","50266.7833675476","8948.035950974","54384.5224711182","40595.5644749535","38365.1728595129","71729.8226335075","100487.087282593","33645.2965198893","208494.712668934","68287.4781290777","94575.9390420197","38902.1677602722","141399.714863424","42039.6333553245","66712.4715811845","37868.1626662561","158786.127074707","25687.9412675781"
"270.3/43","21998.9050211412","22223.3123393771","10408.3236974627","23278.9273562664","11049.2360918423","0","1319.85110184684","0","0","0","6611.27289456092","0","4268.28818270129","1517.76388368686","3022.98164952677","6241.00227050781","118835.834543934","15948.6791959632","0","0","0","611.59699819918","2085.16690687012","9441.55698760986","8125.10090952114","9402.3562272191","17392.9396467467","128364.043152127","37870.8659570435","2535.31091777301","15011.7991940305","21936.6661814117","17865.9173108646","0","17880.3799251607","8572.23660617559","0","32666.9687951311","17254.3069898621"
"270.8/51","54859.4206834668","17753.2358947917","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","801.464373568539","380984.514026577","271490.554816707","3980.72891343917","275141.114826756","0","0","170406.55350201","235123.674106115","90467.2323604259","0","82993.0527210084","34967.1386239645","0","0","68966.3367333272"
"272.8/63","51001.6676065064","13722.3188209947","0","0","0","0","0","0","0","0","10760.7590078562","0","0","0","0","0","0","0","0","0","0","0","0","0","57631.2546733155","79663.0572361007","1411.49792264455","77168.6478622821","4090.64357694145","8924.43905859375","34662.1397268372","84035.9613722563","32576.8294506334","0","11290.2425990809","10382.8002142857","0","0","29135.4813134103"
"273.1/52","27503.04453767","15343.4918432476","12576.6204420195","45856.8251861307","20368.0543587757","0","7896.36775679219","7244.19639404297","0","0","29998.8538623047","0","19208.634715165","38554.427347634","0","5762.65399498679","2670.06247785445","37634.053850207","0","0","4099.43325305176","37963.007915039","2431.46224648663","2917.83066285378","20084.1121959907","22112.5924952471","28423.0203907746","21177.0398115234","17892.3715272228","0","47051.4178735404","22218.9082769065","37064.6472090525","40909.2182602689","25445.3710121694","10498.5027560152","0","70930.3970992605","24882.2394155405"
"277.2/34","109741.930526427","151419.577993278","88822.6794562549","350162.846270936","129712.527870515","0","552436.628858203","8113.07498925254","0","0","38008.2548990479","0","61643.8989568921","52547.5609929548","29141.1728563003","56558.4815027497","37969.5093210449","297803.854905911","0","0","41267.2616315569","8890.88494182012","25708.8597710924","21018.0940785009","114961.752271028","100789.616520792","164371.822749818","112746.190171252","846588.902895689","51601.9157717494","155901.673773321","201417.853738281","147770.791600571","73452.4902641252","129833.323464227","77253.4772281471","563.180697563104","82410.1544370779","29713.3913177083"
"278.2/34","4161.50599676514","62793.3497188687","30581.3111838489","66812.3880760148","35058.2496519201","0","35104.1305537807","9844.37475975556","0","0","9616.17247188324","0","23309.1281746426","2681.74034604461","6698.81697402103","6404.85549198975","42521.5645927734","30417.0968633643","0","0","0","3463.15808502235","3019.01439842349","20867.9762990051","51897.1564082634","53729.0697855274","66699.3850448201","50566.8447743747","101213.026210573","66790.9953126971","102271.956560451","96058.1415854171","88852.1459040642","67790.3800779171","70490.7174025634","45273.4498350061","0","50451.4776844885","110048.049277895"
"279/67","40456.5717725548","0","168501.677530692","5166.60764437774","97426.5270891786","0","45771.5720454318","0","0","0","4835.88625528741","0","76520.4112782923","23572.8984972164","15771.9616740681","457959.71575187","40486.6079344768","1396.65678405123","0","0","88211.391730117","0","0","17558.1125336499","37028.6853029253","0","0","70663.9621289063","37310.3623089514","0","0","5033.58533707913","9489.79196269205","100084.955888417","28984.592903095","0","0","150570.754425054","19528.6523378906"
"279.2/23","443401.151474603","63160.4709985205","56416.4281089216","2996747.48527473","1635172.42100553","0","30015.442574669","118851.2370103","107458.698752472","753.555369271897","6963.77610339354","0","41084.8764236633","0","167237.204140846","160702.376098633","59622.9243350098","12209.7407963379","1321.6588794163","1924.00621705898","0","0","41874.3699979101","19645.6188320874","66868.7330806451","73109.135549535","47912.7637871484","54595.9495782422","29665.6594165039","2361929.52260322","121166.896638683","146498.937778481","155147.666912373","107503.045418841","109143.228386097","101004.73574146","40005.828994818","23354.8486114722","19772.395279834"
"281.2/76","48752.0444040528","60761.8415324007","47408.8469762402","169709.805439853","105532.339667647","565.193715769379","4230.83432598267","0","954.174568979652","8986.80219146856","30179.8194002445","0","29351.8829827222","32406.1861363216","15868.7815894959","4053.02021598938","14349.9851934912","129060.103270376","0","579.090979453689","32604.1220293317","18458.5326070845","15344.9400488636","7687.35652130039","48371.6989100362","63355.3033994356","80324.8420763215","30525.297991211","17019.1570128125","27279.123946066","92523.7495464832","80491.5437923126","86341.1770431291","34220.9812325053","60977.9901487716","25861.1221779347","12404.3017339968","38338.6091308594","65854.3288931596"
"283.3/46","389426.542309086","471624.940960024","13156.4420658984","1558882.08883522","863966.290379047","0","318023.91499528","16473.797687207","3344.19323608398","74529.5534834473","6660.89724074096","0","857009.741250001","153515.496155684","452286.105078471","7773.79351879883","160301.068996338","711393.646217357","0","13659.5591601566","534680.997132569","63437.4723779296","97824.6258756313","197259.918872768","1120496.77728242","313712.105704193","337345.782133159","327245.91422433","391637.069261278","78080.6895144638","458028.159189597","456701.486623254","322976.329132978","349205.035191967","604592.958525283","370634.093724725","97899.3905171875","92033.5259826714","646410.615559497"
"285.2/32","339981.049011648","227614.690640432","186726.643546042","259984.997254521","243240.828851734","0","58445.9282908078","23826.2213490009","0","14038.8913421631","103733.379610171","0","20631.7480890043","87589.7896757975","49868.4871637315","79926.1832288584","7658.34855484863","241192.593082113","0","0","41202.0091247558","57854.2768972351","7786.73017007113","23832.6923304779","197373.063534026","159875.806223497","137189.35654296","13998.4375170899","321330.980701583","43659.3656631208","308449.186594784","184903.052306602","420534.698292979","207468.759510409","459362.82980248","101885.008938742","0","16349.992623291","356754.187540308"
"286.8/52","0","3170.97078699442","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","44755.6419796509","54489.3741380344","0","78701.8684957032","0","16154.5827848307","9067.98336253439","54029.0535689872","6452.35447676278","0","0","11819.6923331112","0","0","4802.63073788521"
"287.2/47","6169.46480503477","6952.05887564793","43552.4206753492","610209.357873559","55749.9928416051","0","196555.612242188","0","212334.27488241","0","15963.010743103","0","450969.351094928","520826.027299219","57316.3875452634","47745.5510495836","305439.352558594","12334.7498476562","0","3171.28584391069","192628.420725795","29815.4333349609","6224.7618069509","0","0","71954.7235192433","7727.94974283691","16081.2719918335","0","0","0","0","0","865141.685113672","443610.460667789","1253.23149556173","0","361609.063754492","709730.895954967"
"289.1/65","22600.2071945351","24347.0768261902","10880.0299109658","2860.30171392392","33779.7987190806","0","8257.97709787561","0","0","0","18530.0063117477","0","8390.30092163085","15579.7675148249","1674.14927192824","14478.0276570939","7369.03968145489","3995.56009197235","0","0","6586.32144175619","17334.0698730469","0","4047.43588972196","52783.2030624412","17039.0295177385","19316.0434159683","6564.97144775391","17731.3929082031","0","45371.3651668467","35629.3532333866","75116.6331026532","11305.0030484751","80767.4888027817","8260.89713508636","0","27826.9173959466","23283.4831701849"
"291.2/43","92653.9550461407","85056.90910632","16438.3166625732","129263.24033536","89629.6925809141","9784.43035671255","499894.730998772","8263.97617335431","38290.2425725052","10670.7812951262","48880.6396363901","6676.41185091762","13592.5316671973","41811.7478040084","43504.7351286854","13401.605944348","37565.8902398065","140145.14073851","7042.24805307749","11907.3602234263","16078.0273296483","35937.0116654332","15006.7973760583","11082.8942838114","226975.315505777","77912.9086611852","89414.0638338987","15144.7883982617","800804.999246436","5749.10144101919","127331.345725893","28333.4850085547","35548.1034965918","57983.289680918","33115.6319226172","84985.1247963682","3736.29777276341","10217.8008759155","43727.6603125"
"293.2/40","279464.785578125","672846.146538263","145137.961364648","2811652.32322184","3828242.25244741","0","4093263.19161094","173389.396938946","234736.89742019","0","308415.827560359","500.686235321034","309864.038148355","423248.82527146","915344.763834804","1628568.69583008","425013.467107589","792753.629635389","0","7523.538740649","0","1025825.49798864","153315.109063405","402255.921595982","731377.873117195","570087.374875858","827320.949568045","176933.180234684","3691226.34355496","692130.638423491","3437638.38355071","2514515.62365131","22770.7054511719","876985.446732391","3797401.64344476","2480618.81770833","0","1082574.00586875","1848416.05527198"
"294.2/43","167409.959509176","199978.649113105","134439.218115234","425207.50346492","765772.339792401","0","521505.155070007","27055.1356774169","0","0","72644.0213819746","0","111744.874243846","59108.6192373925","163991.954916564","153833.912721354","14577.9841658936","257893.648473267","0","0","17421.7664045006","142540.328931152","20376.5017931093","28650.2329014099","168576.552911443","125253.063176586","206480.644091844","127376.228877153","686190.327964494","49500.6227305664","816768.644567877","571221.80101038","1896760.76295454","101849.495687269","701939.690456037","106832.044896204","0","52927.0942253711","308953.650242589"
"297.2/41","410226.496764589","61521.2368554689","54179.4994338453","406849.660883412","152884.230616455","0","396744.183483691","23928.4408833357","54862.4373120178","0","65925.1859557303","0","49736.6692851878","0","111140.536249246","200277.637559312","35283.252590332","755522.524959028","0","6148.80798374291","40672.9476632254","133534.637667684","100030.046221306","364850.631200781","1793995.01935792","689203.849592209","1387844.30745154","33379.4086539701","3222995.10957575","241480.109385221","294971.442361763","11640.5923937256","372549.670593254","242935.545856673","725142.336192961","361248.52198483","2007380.885","59508.3027393026","454657.96737424"
"298.8/58","182481.196747334","92243.4793945313","63595.763371875","320623.365584233","245415.153417403","35277.2982552107","102180.397623744","41051.3212904679","46300.6088979254","42490.1554507613","129051.091731614","50397.3213913335","66650.871811986","308334.954101434","98083.7219995856","42205.1259837076","101249.257117827","266874.219112499","37917.5087422272","42862.9555928962","105405.856710059","63852.7865342498","66314.9715801732","34428.2629194902","187630.299601755","18503.7326827808","147239.618679795","17084.3890143555","318904.106869102","23651.0933652073","49177.3956470294","22006.3035664614","0","256140.758298844","152017.105445498","91375.6208639368","50156.3773078918","438995.65780959","162224.911007812"
"305.1/65","21287.3168566003","15213.5548178569","7423.02859423946","11470.3548259389","10539.7252821324","0","57283.6429406738","0","0","0","10827.9463903345","0","10028.2830349119","27306.1171632602","1227.61570680267","8608.0304921875","2301.56864756718","23082.1646376525","0","0","18335.4557270955","6341.51449971367","3360.3107249856","1310.47255792872","12797.4092493373","8119.98426432178","21946.4074615418","10466.9400889868","28181.4061816406","0","34571.0251999046","22648.6427281704","41965.6328618035","6834.05314754027","27690.0972041553","8053.94496240234","0","33365.4562408776","8757.73942147701"
"307.2/40","183084.709022709","80519.2961927546","49547.0833449165","201996.567854877","17863.6838022461","0","70193.6373749312","0","0","0","34392.267797512","0","33279.7256199326","42569.6083517373","12617.5984448242","24711.0922699166","23893.3463668945","111130.108980933","703.736992864559","0","3351.98666198121","15213.6040727471","36157.3878003582","19449.2646956665","63874.1450870742","74057.8185733035","85777.4608338322","65987.6221187622","134891.591885204","65801.2059453125","17866.2126916504","125360.726778083","125027.051164739","56726.2441933472","102250.024425309","31693.1628103803","0","9170.89569244385","742831.687979903"
"309.2/27","1500779.00957276","941981.942210001","961591.531428876","1151164.87865104","740997.292299943","0","5035.18414916016","515832.550542578","164313.541444153","318095.566665039","11992.403318278","0","25782.1845370313","1275434.53038281","358219.44340526","4860.40055427978","557658.50765625","1022883.23035232","0","67560.104475338","472399.9967649","89113.9006469864","130074.700284958","434171.55015625","1366553.550323","1125407.48602144","2402257.55319952","1114708.21605078","1081541.66455972","1478798.19355469","2165520.43107936","2391844.873942","2868917.14135392","617898.684501535","2747373.97913559","573705.891134252","837.639643548949","602270.759250056","1735197.85844623"
"310.2/36","289514.67927646","249534.976327434","189185.364585012","251529.393781765","158388.826082085","0","72781.3707302246","68508.1140632263","0","50212.708067627","99624.0212843518","0","242264.157886483","253471.847159467","41419.3590162102","29009.1863954004","83753.6768330078","275479.200292075","0","619.033182291174","88211.7634865897","55168.2944320712","22894.0482872819","90684.5582177979","285975.484154838","282002.383594915","427526.440456279","248479.552824268","259495.550353451","251677.251497803","499159.494961633","391875.239474103","569255.216673444","130145.234469308","314099.674417505","95158.8860977973","0","148957.990863135","400067.458007564"
"311.2/30","3158283.22683697","10648.6057692871","639903.186342344","4299650.64489934","3596256.35462957","0","713491.444237139","667932.060488627","284347.196396484","0","7196.74468615723","0","5655.15802404378","292697.629154248","813608.585278029","3082962.28503653","379086.2775","59413.9293568639","39996.2932383176","35499.3465915718","13935.4827337646","602734.764336719","1571662.82761247","528622.783342634","12549630.9065538","4942491.76846165","7008457.74297984","429886.819473763","21222.5902587891","835707.911948242","2167214.54224939","2667976.8193264","3311773.2096629","620242.746490979","7425367.93449697","3216238.30582815","215502.728125","652501.142760938","20028.7123810791"
"312.2/29","442212.693034993","125233.735085873","105856.641514415","536672.365817938","515156.117834666","0","74449.5787095917","91834.0273204389","49972.7375119629","0","91507.8717563664","0","109636.695325156","149833.335943697","107574.248782758","373474.97068049","57921.5473051758","760715.437101971","0","4741.91327596413","27211.0362137858","100312.321020996","209313.117299428","83216.2555454799","19077.6335255859","598855.682331707","1025465.10459327","71954.2629405287","2272113.70632662","149764.402516146","310233.482378902","372722.655134087","502594.641010674","224365.141226581","968083.957828319","422622.684090962","1629.93409579086","42357.6644765625","621823.430147778"
